spu_id	Orthogroup	family_member	common_name	synonyms	best_genbank_hit
11982	SPU_026691	OG0008789	AdoMet_MTase superfamily	Noxred1	NADP+ dependent oxidoreductase domain containing 1, C14orf148L	 \tXP_002731105
11983	SPU_026693	OG0010830	Nucleoporin protein Ndc1-Nup	Ndc1	NDC1 transmembrane nucleoporin, Tmem48	NP_001087436
11984	SPU_026694	OG0011965	NA	Slc7a9_2	B(0,+)-type amino acid transporter 1 (B(0,+)AT) (Glycoprotein-associated amino acid transporter b0,+AT1) 	12585187
11985	SPU_026695	OG0007595	VHS_ENTH_ANTH superfamily	Rprd1b	regulation of nuclear pre-mRNA domain containing 1B; human chromosome 20 open reading frame 77-like	NP_081710.1
11986	SPU_026696	OG0011580	NA	Slc7_2	solute carrier family 7	47220124
11987	SPU_026698	OG0000225	SpRag1L	Rag1l6	NA	XP_683990
11988	SPU_026699	OG0008663	NA	Hypp_2861	hypp2861	XP_002225424.1
11989	SPU_026702	OG0005907	NA	Prrdh_4	photoreceptor outer segment all-trans retinol dehydrogenase 	7527474
11990	SPU_026703	OG0008800	IG superfamily	Hypp_2862	hypothetical protein-2862; immunoglobulin superfamily, member 9-like	CAK04888.1
11991	SPU_026704	OG0003999	CH superfamily	Cxorf30L_1	human chromosome X open reading frame 30-like-1	XP_002238737.1
11992	SPU_026706	OG0007084	NA	Psmg1	proteasome (prosome, macropain) assembly chaperone 1	NP_003711.1
11993	SPU_026708	OG0008071	NA	NA	NA	NA
11994	SPU_026711	OG0003531	PRE1	Psma3	proteasome (prosome, macropain) subunit, alpha type 3; proteasome alpha 3 subunit	NP_035314
11995	SPU_026712	OG0005327	enolase-phosphatase	Enoph1	enolase-phosphatase E1, Masa, E1e	XP_002741374
11996	SPU_026716	OG0004803	P_loop_NTPase superfamily	Lonp2	Lon peptidase 2, peroxisomal	AAI66411.1
11997	SPU_026724	OG0007443	NA	Eif2ak3perk	Eukaryotic translation initiation factor 2-alpha kinase 3 precursor 	Q9NZJ5
11998	SPU_026725	OG0005519	adhesion receptor	Igsf9L	immunoglobulin superfamily member 9-like, Fn3/Ig_1, Igv, Fn3f_4	 \tXP_007260617
11999	SPU_026726	OG0004974	NA	Scnm1L	sodium channel modifier 1-like	BAB29077.1
12000	SPU_026731	OG0005023	receptor tyrosine kinase	Ddr	discoidin domain receptor, Ddr1	XP_002596288
12001	SPU_026732	OG0005649	TPR superfamily	Hypp_1185	hypothetical protein-1185	EEA38446.1
12002	SPU_026733	OG0007055	NA	Hypp_259	hypothetical protein-259	NA
12003	SPU_026735	OG0003922	PRELI superfamily	Slmoh2	slowmo homolog 2 (Drosophila)	AAD34012.1
12004	SPU_026737	OG0002079	NA	Fhit	Bis(5'-adenosyl)-triphosphatase (Diadenosine 5',5'''-P1,P3-triphosphate hydrolase) (Dinucleosidetriphosphatase) (AP3A hydrolase) (AP3AASE) (Fragile histidine triad protein) 	1706794
12005	SPU_026740	OG0010390	NA	Rqcd1	RCD1 required for cell differentiation1 	NP_005435 
12006	SPU_026757	OG0001832	NA	NA	NA	NA
12007	SPU_026758	OG0008348	bHLH-PAS	Hif2a	hypoxia inducible factor 2 alpha, endothelial PAS domain protein 1 (EPAS-1)	CAB96612.1
12008	SPU_026759	OG0007070	NA	Tdrd9	tudor domain containing 9	NP_694591
12009	SPU_026760	OG0006212	HYR superfamily	Hypp_2867	hypothetical protein-2867	EAU70025.1
12010	SPU_026761	OG0000692	protein tyrosine phosphatase receptor type f-polypeptide interacting protein alpha 1	Ptprtfpipa1_1	protein tyrosine phosphatase receptor type f-polypeptide interacting protein alpha 1; LAR-interacting protein 1b; Lirprin-alpha1; PTPRF interacting protein alpha1 isoform b	21707845
12011	SPU_026763	OG0011502	polycomb	Scmh1	sex comb on midleg (scm) homolog 1-like, Scml2-like, Scml1	XP_002435493
12012	SPU_026766	OG0010104	src	Sfk5	NA	XP_795194
12013	SPU_026768	OG0006822	NA	NA	NA	NA
12014	SPU_026772	OG0005193	NA	Pib5pa	Phosphatidylinositol (4,5) bisphosphate 5-phosphatase, A	NP_598246
12015	SPU_026773	OG0011998	PBP1_GPCR_family_C-like superfamily, periplasmic_binding_protein superfamily, PHD superfamily	Grm6L	glutamate receptor, metabotropic 6-like	NP_000834.2
12016	SPU_026774	OG0006754	NA	Ncapd2	non-SMC condensin I complex, subunit D2; Ncapd2 protein	AAH29133.1
12017	SPU_026775	OG0012556	Transposase	Thap9L3	THAP domain containing 9-like (partial), Thap9L	XP_002169212
12018	SPU_026776	OG0010378	PDZ superfamily, PH-like superfamily	Sntb1	syntrophin, basic 1	NP_057876.1
12019	SPU_026778	OG0009775	NA	Plsc	putative lysophosphatidic acid acyltransferase	33150810
12020	SPU_026780	OG0005713	neugrin superfamily	NgrnL	neugrin, neurite outgrowth associated-like	EAX02097.1
12021	SPU_026781	OG0002870	NA	Cldn12	claudin 12 / GTPB10	NP_149098 
12022	SPU_026782	OG0010836	Nudix_hydrolase superfamily	Nudt2	nudix (nucleotide diphosphate linked moiety X)-type motif 2	NP_001152.1
12023	SPU_026783	OG0010351	ATR	Atr	ataxia telangiectasia and Rad3-related, FRP1, MEC1, Atr_1	XP_003218325
12024	SPU_026784	OG0000749	NA	NA	NA	NA
12025	SPU_026787	OG0011871	NA	NA	NA	NA
12026	SPU_026788	OG0003985	Nudix_hydrolase superfamily	Dcp2	DCP2 decapping enzyme homolog (S. cerevisiae)	NP_081766.1
12027	SPU_026791	OG0005602	Peptidase family C78	Ufsp1	UFM1-specific peptidase 1-like	XP_006824564
12028	SPU_026795	OG0012113	gasdermin superfamily	Dfna5L	deafness, autosomal dominant 5-like	CAG32217.1
12029	SPU_026797	OG0008499	VWD superfamily	Vwde	von Willebrand factor D and EGF domains	XP_001057162.1
12030	SPU_026798	OG0011990	ADAM metallopeptidase with thrombospondin	Adam/TsL3	NA	AAH6163
12031	SPU_026799	OG0002858	NA	NA	NA	
12032	SPU_026805	OG0001264	NA	NA	NA	NA
12033	SPU_026807	OG0005908	NA	H6pd	GDH/6PGL endoplasmic bifunctional protein precursor [Includes: Glucose 1-dehydrogenase (Hexose-6-phosphate dehydrogenase); 6-phosphogluconolactonase (6PGL)] 	6225399
12034	SPU_026814	OG0005108	NA	Slc35f5	solute carrier family 35, member 5	EDL39777.1
12035	SPU_026815	OG0001262	Gal-3-0_sulfotr superfamily	Gal3st1_13	galactose-3-O-sulfotransferase 1-13; cerebroside sulfotransferase-like	BAF43719.1
12036	SPU_026819	OG0012769	NA	NA	NA	NA
12037	SPU_026827	OG0005763	NA	NA	NA	NA
12038	SPU_026828	OG0002369	NA	Msn1	NA	NP_663720
12039	SPU_026831	OG0012435	NA	NA	NA	NA
12040	SPU_026834	OG0010981	NA	Fuca2_1	fucosidase, alpha-L-2, plasma 	40068512
12041	SPU_026835	OG0006942	NA	Fuca2_2	fucosidase, alpha-L-2, plasma 	40068512
12042	SPU_026836	OG0010524	NA	Hypp_261	hypothetical protein-261	NA
12043	SPU_026839	OG0007208	NA	Gys	glycogen synthase, Gys1	XP_002731602
12044	SPU_026841	OG0002251	NA	NA	NA	NA
12045	SPU_026842	OG0011304	NA	NA	NA	NA
12046	SPU_026844	OG0006841	NA	Hypp_1188	hypothetical protein-1188	XP_934530.3
12047	SPU_026845	OG0008420	NA	NA	NA	NA
12048	SPU_026856	OG0012395	7TM GPCR_1 superfamily	GrprL	gastrin releasing peptide receptor-like	NP_032203.1
12049	SPU_026857	OG0008339	NA	Slco4a1_10	Solute carrier organic anion transporter family member 4A1 (Solute carrier family 21 member 12) (Sodium-independent organic anion transporter E) (Organic anion transporting polypeptide E) (OATP-E) 	27734552
12050	SPU_026862	OG0004690	NA	Ftsj3	FtsJ homolog 3 -part I	NP_060117 
12051	SPU_026863	OG0009725	NA	Eif3c	Translation initiation factor 3c, subunit 8, p110	Q99619
12052	SPU_026864	OG0004108	NA	Noc4l	nucleolar complex associated 4	NP_076983
12053	SPU_026865	OG0000441	FYVE superfamily, Motor_domain superfamily	Hypp_1189	hypothetical protein-1189; zinc finger, FYVE domain containing 27-like; kinesin-like boursin-like	CAC20783.1
12054	SPU_026871	OG0002918	EGF_CA superfamily, FA58C superfamily	Echn44	echinonectin-44	AAC32598.2
12055	SPU_026877	OG0008706	IRF	Irf4	interferon regulatory factor 4-like	XP_002733019
12056	SPU_026879	OG0003526	ankyrin superfamily	C20orf86L	human chromosome 20 openreading frame 86-like; ankyrin repeat domain 60	EAW75502.1
12057	SPU_026881	OG0003584	NA	Ndufv2	NADH-ubiquinone oxidoreductase 24 kDa subunit, mitochondrial precursor 	20178012
12058	SPU_026885	OG0009753	DUF1208 superfamily	Fam92a	family with sequence similarity 92, member A	ABC55437.1
12059	SPU_026886	OG0009462	NA	Rbm12L	RNA binding motif protein 12 	NP_690051
12060	SPU_026888	OG0009797	WD40 superfamily	Aamp	angio-associated migratory protein	BAE30717.1
12061	SPU_026890	OG0007562	cyclin superfamily	C2orf24L	human chromosome 2 open reading frame 24-like	EAW70687.1
12062	SPU_026892	OG0009951	NA	Tubgcp3	spindle pole body protein - part I	NP_006313  
12063	SPU_026895	OG0001266	NA	NA	NA	NA
12064	SPU_026896	OG0000361	RT-like superfamily, 7TM GPCR_2 superfamily	Hypp_262	hypothetical protein-262; transposon-originated reverse transcriptase-like	XP_001332552.2
12065	SPU_026897	OG0003117	NA	Lsm12L	LSM12 protein	AAI05289
12066	SPU_026898	OG0006521	NA	Glutamyl/tRNAsynth	Glutaminyl-tRNA Synthetase	AAI10785
12067	SPU_026899	OG0003278	NA	Dyrk2	DYRK2; dual specificity tyrosine phosphorylation regulated kinase 2	AAH06375.1
12068	SPU_026900	OG0012376	NA	Hs3st5L_2	heparan sulfate (glucosamine) 3-O-sulfotransferase 5-like-2	AAN37737.1
12069	SPU_026905	OG0001149	basic zipper	Atf2	activating transcription factor 2-like, Atf2/7	XP_005324676
12070	SPU_026906	OG0004419	RRM superfamily	Hnrnpa1L	heterogeneous nuclear ribonucleoprotein A1-like	BAE40987.1
12071	SPU_026907	OG0003291	NA	Tjp1	tight junction protein 1 	NP_783297
12072	SPU_026909	OG0006287	DC_STAMP superfamily	Dcst2L2	DC-STAMP domain containing 2-like 2, Dcst2-2	XP_002586881
12073	SPU_026922	OG0001680	sulfotransfer_2 superfamily	Chst11_14	carbohydrate (chondroitin 4) sulfotransferase 11-14	CAJ83557.1
12074	SPU_026924	OG0010472	sulfotransfer_2 superfamily	Chst11_2	carbohydrate (chondroitin 4) sulfotransferase 11-2	NP_060883.1
12075	SPU_026925	OG0010212	UbiA superfamily	UbiadL	UbiA phenyltransferase domain containing 1	NP_082149.1
12076	SPU_026928	OG0004940	NA	Dci	dodecenoyl-Coenzyme A delta isomerase (3,2 trans-enoyl-Coenyme A isomerase) 	31981810
12077	SPU_026933	OG0003791	pseudoU_synthase superfamily	Pus3	pseudouridylate synthase 3	NP_112597.3
12078	SPU_026935	OG0011060	DnaJ superfamily	Dnajc11	DnaJ (Hsp40) homolog, subfamily C, member 11	AAH08772.1
12079	SPU_026936	OG0010925	WD40 superfamily	Wdr8	WD repeat domain 8	BAA91164.1
12080	SPU_026937	OG0001802	NA	NA	NA	NA
12081	SPU_026941	OG0006221	Tryp_SPc superfamily	Tmprss8L	transmembrane protease, serine 8 (intestinal)-like	NP_955403.1
12082	SPU_026943	OG0004476	NA	Slc2a8	Solute carrier family 2, facilitated glucose transporter member 8 (Glucose transporter type 8) (Glucose transporter type X1) 	17366884
12083	SPU_026945	OG0000929	PLCc superfamily, C2 superfamily	Plcl2	phospholipase C-like 2	NP_055999.2
12084	SPU_026946	OG0007195	NA	Rp2	XRP2 protein	NP_008846
12085	SPU_026947	OG0003396	NA	NA	NA	NA
12086	SPU_026949	OG0004315	NA	Tf	transferrin, similar to melanotransferrin	XP_589607.2
12087	SPU_026950	OG0005788	BTB superfamily, BACK superfamily, Kelch_1 superfamily	Klhl24	kelch-like 24 (Drosophila)	BAC32131.1
12088	SPU_026952	OG0001352	NA	Kiaa1468L	LisH domain and HEAT repeat-containing protein KIAA1468-like	AAI17950.1
12089	SPU_026953	OG0005008	UPF0183 superfamily	C16orf70L	human chromosome 16 open reading frame 70-like; lin-10 homolog (C. elegans)	EAW83078.1
12090	SPU_026955	OG0011377	Nop16	Nop16	NOP16 nucleolar protein	XP_002611080
12091	SPU_026956	OG0009152	NA	Tmem127	transmembrane protein 127	NP_060319.1
12092	SPU_026957	OG0006849	RnaseHII superfamily	Rnaseh2a	ribonuclease H2, subunit A	AAH11748.1
12093	SPU_026959	OG0007176	PI3Kc-like superfamily	Pi4k2b	phosphatidylinositol 4-kinase type 2 beta	BAB27819.1
12094	SPU_026960	OG0011140	TPR superfamily	Ttc1	tetratricopeptide repeat domain 1	BAD96704.1
12095	SPU_026961	OG0009309	RhoGAP	Rhogap19	Rho GTPase activating protein 19, ARHGAP19	NM_032900
12096	SPU_026962	OG0004228	LIM-domain binding protein	Ldb2	LIM domain binding 2-like, Ldb-like, CLIM-like	
12097	SPU_026963	OG0009198	THEG	ThegL	testicular haploid expressed gene-like, Hypp_2878	
12098	SPU_026967	OG0009670	NA	NA	NA	
12099	SPU_026968	OG0005076	NA	Kiaa1598L	KIAA1598-like, shootin-1-like	XP_002608938
12100	SPU_026969	OG0001323	ankyrin superfamily, SOCS superfamily	Ank1L_1	ankyrin 1-like-1	AAH79910.1
12101	SPU_026972	OG0010040	WD40, D domain of beta-TrCP	BtrcL	beta-transducin repeat containing protein-like, F-box and WD-40 domain protein 11-like, slmb homolog, Slimb/Btrcp	 \tNP_001164686
12102	SPU_026980	OG0011346	BTB superfamily, BACK superfamily, Kelch_1 superfamily	Kbtbd8	kelch repeat and BTB (POZ) domain containing 8	AAI17488.1
12103	SPU_026981	OG0000583	RT-like superfamily	Endrvt51	endonuclease-reverse transcriptase-51, Endrvt55	AAL40415.1
12104	SPU_026982	OG0009283	NA	Serinc1	tumor differentially expressed protein 1	NP_945179
12105	SPU_026983	OG0010839	NA	NA	NA	NA
12106	SPU_026984	OG0006905	metalloprotease	QpctlL	glutaminyl-peptide cyclotransferase-like	AAH11553 
12107	SPU_026986	OG0003319	NA	NA	NA	NA
12108	SPU_026987	OG0002352	 protein phosphatase 2A delta isoform of regulatory subunit B56	Ppp2AdirsB56	PP2A-regulatory subunit 56, delta isoform	50726892
12109	SPU_026989	OG0007437	NA	NA	NA	NA
12110	SPU_026990	OG0006699	NA	Rpa2	Replication protein A 32 kDa subunit, RPA32, RF-A, 	P15927
12111	SPU_026991	OG0000013	adhesion receptor	Fn3f_15	NA	NA
12112	SPU_026993	OG0009277	EFh superfamily	HpcaL1	hippocalcin-like 1	NP_057886.1
12113	SPU_026999	OG0007560	complex1_LYR superfamily	Lyrm1	LYR motif containing 1	NP_065157.1
12114	SPU_027001	OG0006453	NA	Usp4	ubiquitin specific protease 4, proto-oncogene	NP_003354
12115	SPU_027005	OG0002558	NA	Hypp_1195	hypothetical protein-1195; coiled-coil domain containing 154-like	EEA78412.1
12116	SPU_027006	OG0008965	Calcium-binding EGF-like domain, CUB domain	NotchL	Notch-like, SpNotchlike, fibropellin-like	XP_786150
12117	SPU_027007	OG0008778	NA	NA	NA	NA
12118	SPU_027012	OG0006441	NA	Wee1	Wee1-like cdk tyrosine kinase	NM_214631
12119	SPU_027013	OG0010094	Membrane_transfer_MHD superfamily, C2 superfamily	Unc13dL	unc-13 homolog D (C. elegans)-like	CAM24043.1
12120	SPU_027015	OG0005470	zf-GATA	GataC	GATA binding protein C, SpGATAc, Gata1/2/3-like	ABX71821.1
12121	SPU_027016	OG0006075	Exo_endo_phos superfamily, RT-like superfamily	Rt19	reverse transcriptase-19	BAE46430.1
12122	SPU_027020	OG0003088	NA	Prpf39	PRP39 pre-mRNA processing factor 39	NP_060392  
12123	SPU_027021	OG0008377	NA	Hypp_2880	hypothetical protein-2880	NA
12124	SPU_027022	OG0008582	NA	Yipf4l	Yip1 domain family, member 4	NP_115688
12125	SPU_027024	OG0002640	NA	Hypp_2881	hypothetical protein-2881; DNA polymerase [Aster yellows phytoplasma]-like	XP_001919037.1
12126	SPU_027028	OG0001451	NA	Hsd17b7_1	3-keto-steroid reductase (Estradiol 17-beta-dehydrogenase 7) (17-beta-HSD 7) (17-beta-hydroxysteroid dehydrogenase 7)  	8134403
12127	SPU_027029	OG0009619	NA	Tor3aL	torsin family 3, member A-like	AAH07571.1
12128	SPU_027030	OG0004379	NA	Sdr39u1_1	short chain dehydrogenase/reductase family 39U member 1, epimerase family protein SDR39U1-like	
12129	SPU_027035	OG0000000	NLR	Nlr194	NACHT and LRR containing protein	NA
12130	SPU_027038	OG0002935	NA	Catsperg	cation channel, sperm-associated, gamma	BAC87333.1
12131	SPU_027046	OG0011210	IG superfamily	Kirrel2L_4	kin of IRRE like 2 (Drosophila)-like-4; neuroglian (Drosophila)-like	EDL24021.1
12132	SPU_027047	OG0010728	Nrap superfamily	Nol6	nucleolar protein family 6	NP_631982.2
12133	SPU_027052	OG0012141	NA	NA	NA	NA
12134	SPU_027053	OG0000751	Ets	Ets1/2_1	v-ets erythroblastosis virus E26 oncogene homolog 1/2-like (partial duplicate), Ets1-2	
12135	SPU_027057	OG0002092	RPAP1-like	Rpap1	RNA polymerase II associated protein 1	XP_005144013
12136	SPU_027059	OG0002207	NA	Hao1_13	Hydroxyacid oxidase 1 (HAOX1) (Glycolate oxidase) (GOX)	13124294
12137	SPU_027062	OG0000746	AdoMet_MTase superfamily	Mett11_1	methyltransferase type 11 (Mycobacterium)-1	YP_939424.1
12138	SPU_027066	OG0002491	NA	Sub1l	activated RNA polymerase II transcription cofactor 4	NP_006704
12139	SPU_027068	OG0002052	NA	Dgcr6ll_1	DiGeorge syndrome critical region gene 6 like - duplicate	NP_150282
12140	SPU_027070	OG0009696	WD40 superfamily	Plrg1	pleiotropic regulator 1 (PRL1 homolog, Arabidopsis)	AAH87742.1
12141	SPU_027072	OG0002605	DysFN superfamily, Hyd_WA superfamily, sialidase superfamily	Tecpr1	tectonin beta-propeller repeat containing 1	BAE41437.1
12142	SPU_027075	OG0011465	NA	NA	NA	NA
12143	SPU_027078	OG0006203	NA	Csad	Cysteine sulfinic acid decarboxylase (Sulfinoalanine decarboxylase) (Cysteine-sulfinate decarboxylase)	6685337
12144	SPU_027079	OG0000136	NA	Clect_54	NA	NA
12145	SPU_027083	OG0006226	NA	Sap30L	SAP30-like; sin3A-associated protein p30-1-like	NP_078908.1
12146	SPU_027084	OG0000410	NA	Clect/Ldla_5	NA	NA
12147	SPU_027089	OG0004639	DUF1222 superfamily	Lmf2	lipase maturation factor 2	BAE29177.1
12148	SPU_027090	OG0001108	NA	FibropellinL3	Fibropellin, notch 2 preproprotein	NP 077719 
12149	SPU_027091	OG0012664	GH3 superfamily	Ghdc_1	GH3 domain containing-1	ACN11137.1
12150	SPU_027098	OG0005072	NA	NA	NA	NA
12151	SPU_027099	OG0008556	NA	Hypp_2886	hypothetical protein-2886	XP_002221886.1
12152	SPU_027101	OG0002485	receptor protein tyrosine phosphatase	Ptp69Dl	NA	1701300A
12153	SPU_027102	OG0000383	Totivirus_coat superfamily, Vsr superfamily	Hypp_1197	hypothetical protein-1197; DNA polymerase-like	CAD60788.1
12154	SPU_027103	OG0008889	NA	NA	NA	NA
12155	SPU_027105	OG0000713	rve superfamily, CHROMO superfamily	PppL_283	pol polyprotein like-283	GNLJSP
12156	SPU_027107	OG0002381	thioredoxin-like superfamily	Txndc14	thioredoxin domain containing 14	EAW73779.1
12157	SPU_027111	OG0002365	BRCT domain	Mdc1L	mediator of DNA damage checkpoint 1-like, Swift, Hypp_165	XP_005110841
12158	SPU_027117	OG0006421	DUF619-like superfamily	Nat13	N-acetyltransferase 13	NP_001099351.1
12159	SPU_027118	OG0012234	adhesion protein	Vwd/Vwcp	NA	NA
12160	SPU_027122	OG0010466	NA	Hypp_1198	hypothetical protein-1198	NA
12161	SPU_027124	OG0003926	ankyrin superfamily	Unc44_352	ankyrin2,3/unc44-352	NA
12162	SPU_027128	OG0001659	NA	NA	NA	NA
12163	SPU_027129	OG0012173	YhhN superfamily	Tmem86aL	transmembrane protein 86A-like	EDM07241.1
12164	SPU_027130	OG0002008	NA	NA	NA	NA
12165	SPU_027133	OG0002121	Cadherin	Cadherin_8	NA	NA
12166	SPU_027137	OG0011693	NA	NA	NA	NA
12167	SPU_027144	OG0007177	PI3-kinase	Pik3ca	phosphatidylinositol 3-kinase, catalytic, alpha polypeptide (partial), PI3K-110, Pi3kp110, Pi3kp110_1	XP_002602300
12168	SPU_027145	OG0000150	Eph receptor tyrosine kinase	Eph	Eph receptor tyrosine kinase	P28693
12169	SPU_027146	OG0006567	hypothetical protein isoform 1	Ap2m1	adaptor-related protein complex 2 mu 1 subunit, Hypp_3006	XP_006637892
12170	SPU_027147	OG0006644	zf-C2H2, SET domain	Riz	retinoblastoma protein-binding zinc finger protein-like, PRDM2-like, z37	XP_002741726
12171	SPU_027149	OG0004474	NA	Mrpl4	mitochondrial ribosomal protein L4 	NP_057040 
12172	SPU_027156	OG0009487	Ras superfamily, Rho family	Wrch	Ras like protein	AAK83341
12173	SPU_027158	OG0003789	NA	CapsL	calcyphosin-like	XP_423733.1
12174	SPU_027160	OG0012290	NA	NA	NA	NA
12175	SPU_027162	OG0002191	Toll-like receptor	Tlr145	NA	NA
12176	SPU_027169	OG0006209	IG superfamily	Hmcn1L_4	hemicentin 1-like-4	EAW91200.1
12177	SPU_027172	OG0001195	NA	NA	NA	NA
12178	SPU_027174	OG0011685	NA	Ccdc51	coiled-coil domain containing 51	AAH11993.1
12179	SPU_027175	OG0000246	RT-like superfamily	PolypL_86	polyprotein-like-86	BAB21761.1
12180	SPU_027188	OG0004042	NA	Udp1	UDP-N-acetylglucosamine pyrophosphorylase 1	3273316
12181	SPU_027189	OG0001076	DOMON superfamily	Hypp_2893	hypothetical protein-2893; DOMON domain-containing protein	EDS40872.1
12182	SPU_027193	OG0000366	NA	NA	NA	NA
12183	SPU_027195	OG0002524	NA	NA	NA	NA
12184	SPU_027196	OG0002610	AdoMet_MTase superfamily	Trmt12	tRNA methyltransferase 12 homolog (S. cerevisiae)	AAH79303.2
12185	SPU_027198	OG0002672	NA	Hypp_2894	hypothetical protein-2894	XP_001809310.1
12186	SPU_027199	OG0011557	NA	NA	NA	NA
12187	SPU_027209	OG0011310	NA	Mgll	Monoglyceride lipase (HU-K5) (Lysophospholipase homolog) (Lysophospholipase-like)	47117287
12188	SPU_027215	OG0011856	homeobox-NKL	Hhex	hematopoietically expressed homeobox, HEX, Hhex, Prh, Hmph	NP_571009.1
12189	SPU_027216	OG0010672	NA	Pycs	pyrroline-5-carboxylate synthetase (glutamate gamma-semialdehyde synthetase) (GSAS, P5CS)	55958868
12190	SPU_027219	OG0005714	M10 peptidase	Mmp21L	matrix metalloproteinase 21	AAI06862
12191	SPU_027220	OG0007884	NA	NA	NA	NA
12192	SPU_027221	OG0012202	NA	NA	NA	NA
12193	SPU_027222	OG0001950	Toll-like receptor	Tlr148	NA	NA
12194	SPU_027224	OG0005488	NA	Slc5a9_7	solute carrier family 5 (sodium/glucose cotransporter), member 9 	31559940
12195	SPU_027225	OG0010966	NA	NA	NA	NA
12196	SPU_027226	OG0005588	NA	Mto1	mitochondrial translation optimization 1 homolog 	NP_036255 
12197	SPU_027227	OG0007854	intraflagellar transport protein 	Ift20	Intraflagellar transport 20	AAL99202
12198	SPU_027229	OG0012272	NA	Ugt2b1_4	UDP glucuronosyltransferase 2 family, polypeptide B1 	20071113
12199	SPU_027231	OG0004175	Gal-3-0_sulfotr superfamily	Gal3st1_14	galactose-3-O-sulfotransferase 1-14	AAH19077.1
12200	SPU_027233	OG0001854	NA	NA	NA	NA
12201	SPU_027234	OG0003009	NA	Bindin_1	bindin (partial), Bnd	NP_999683
12202	SPU_027235	OG0003129	zf-C2H2, SET domain	Blimp1	B lymphocyte induced maturation protein-like, PRDM1-like, blimp1/krox, SpKrox1	AEO92035.1
12203	SPU_027236	OG0003100	NA	Vdac2_1	Voltage-dependent anion-selective channel protein 2 (VDAC-2) (mVDAC2) (mVDAC6) (Outer mitochondrial membrane protein porin 2)	6093768
12204	SPU_027237	OG0009816	NA	Napg	N-ethylmaleimide sensitive fusion protein attachment protein gamma; Gamma-soluble NSF attachment protein	NP_082293.1
12205	SPU_027238	OG0007687	NA	Acot8_1	Peroxisomal acyl-coenzyme A thioester hydrolase 1 (Peroxisomal long-chain acyl-coA thioesterase 1) (Acyl-CoA thioesterase 8) (Peroxisomal acyl-CoA thioesterase 2) (PTE-2)	14548007
12206	SPU_027239	OG0004494	NA	Fit2L	fat-inducing transcript 2-like; C20orf142-like	NP_001073941.1
12207	SPU_027240	OG0000302	NA	Cyb5	cytochrome b5	11177032
12208	SPU_027242	OG0004447	NA	Tldc1	TBC/LysM associated domain containing 1, Kiaa1609l	XP_002741638
12209	SPU_027245	OG0010416	NA	Ulk1	UNC-51, uncoordinated locomotion serine threonine kinase	XP_798577.1
12210	SPU_027248	OG0001609	NA	Megf11_2	multiple EGF-like-domains 11-2	BAB47410.2
12211	SPU_027251	OG0000871	sox-hmg	SoxD_1	SRY (sex determining region Y)-box D, Sox5/6/13, Sox6L	XP_002731695
12212	SPU_027252	OG0009126	NA	Aqp8_1	Aquaporin 8	15012145
12213	SPU_027253	OG0002905	NA	NA	NA	NA
12214	SPU_027261	OG0000024	DUF1759 superfamily, rve superfamily	PppL_232	pol polyprotein like-232	XP_001921319.1
12215	SPU_027270	OG0011793	AdoMet_MTase superfamily	Trmt61bL	tRNA methyltransferase 61 homolog B (S. cerevisiae)-like	AAH10365.1
12216	SPU_027271	OG0004932	NA	Zfyve21L	zinc finger, FYVE domain containing 21-like	AAR14313.1
12217	SPU_027273	OG0000044	P_loop_NTPase superfamily, DUF889 superfamily	Pif1L_1	mitochondrial DNA helicase-like-1	EDP52074.1
12218	SPU_027276	OG0005293	NA	NA	NA	NA
12219	SPU_027277	OG0006467	NA	NA	NA	NA
12220	SPU_027278	OG0002506	Serine/ Threonine kinase	Mos	MEKK, Raf	BAB13700
12221	SPU_027279	OG0001783	DM14 superfamily	Cc2d1a	coiled-coil and C2 domain containing 1A	AAH27028.1
12222	SPU_027280	OG0008388	NA	NA	NA	NA
12223	SPU_027281	OG0008583	NA	Tpi1	Triosephosphate isomerase (TIM) (Triose-phosphate isomerase)	136056
12224	SPU_027283	OG0011302	AdoMet_MTase superfamily	Oxch_3	oxidoreductase, zinc-binding [Pseudomonas syringae)-3	NP_794962.1
12225	SPU_027284	OG0000701	NA	NA	NA	NA
12226	SPU_027287	OG0012720	SRCR	Srcr218	NA	NA
12227	SPU_027289	OG0000144	EFh superfamily	Efha1	EF-hand domain family, member A1	CAH70594.1
12228	SPU_027290	OG0003015	receptor tyrosine phosphatase	Ptpase	NA	CAA37447.1
12229	SPU_027303	OG0009545	NA	Gatsl2	GATS-like protein 2	AAI47031.1
12230	SPU_027304	OG0003232	NA	Prodh2	Proline dehydrogenase (oxidase) 2	17390399
12231	SPU_027305	OG0007003	PDZ superfamily	Myo18a_3	myosin XVIIIA-3	NP_510880.2
12232	SPU_027307	OG0000245	NA	Hypp_1199	hypothetical protein-1199	NA
12233	SPU_027309	OG0008598	NA	NA	NA	NA
12234	SPU_027310	OG0005355	NA	Vps13c_2	vacuolar protein sorting 13 homolog C (S. cerevisiae)-2	XP_001233000.1
12235	SPU_027311	OG0008878	Vg_Tdu superfamily	Vgll2L	vestigial like 2 (Drosophila)-like	ACN54257.1
12236	SPU_027313	OG0006674	NA	Hypp_265	hypothetical protein-265; orofacial cleft 1 candidate 1-like; MRDS1 protein-like	XP_002226750.1
